Top Event 61 probability: 0.085
The amount of minimal cut sets: 1200
Minimal Cut Set                Minimal Cut Set Probability    Minimal Cut Set Importance    
[22, 39, 9, 36]                1.568E-6                       1.85501E-5                    
[24, 8, 37, 2]                 1.5624E-6                      1.84839E-5                    
[8, 37, 34, 1]                 1.5624E-6                      1.84839E-5                    
[38, 26, 8, 1]                 1.5608E-6                      1.84655E-5                    
[9, 36, 10, 4]                 1.56E-6                        1.84555E-5                    
[38, 27, 9, 3]                 1.5504E-6                      1.83419E-5                    
[38, 8, 11, 4]                 1.5461E-6                      1.82913E-5                    
[38, 39, 8, 20]                1.5461E-6                      1.82913E-5                    
[23, 9, 37, 4]                 1.536E-6                       1.81716E-5                    
[39, 9, 36, 19]                1.5232E-6                      1.80201E-5                    
[9, 37, 17, 7]                 1.503E-6                       1.77809E-5                    
[38, 8, 12, 3]                 1.5019E-6                      1.77687E-5                    
[38, 25, 8, 3]                 1.5019E-6                      1.77687E-5                    
[38, 22, 39, 9]                1.4896E-6                      1.76226E-5                    
[38, 39, 9, 15]                1.4896E-6                      1.76226E-5                    
[21, 9, 36, 3]                 1.488E-6                       1.76037E-5                    
[38, 9, 10, 4]                 1.482E-6                       1.75327E-5                    
[8, 36, 17, 4]                 1.4725E-6                      1.74203E-5                    
[8, 37, 18, 7]                 1.4713E-6                      1.74065E-5                    
[9, 37, 17, 1]                 1.4592E-6                      1.7263E-5                     
[38, 39, 9, 19]                1.447E-6                       1.71191E-5                    
[9, 37, 20, 4]                 1.44E-6                        1.70358E-5                    
[28, 8, 37, 2]                 1.4285E-6                      1.68995E-5                    
[8, 37, 18, 1]                 1.4285E-6                      1.68995E-5                    
[9, 37, 16, 7]                 1.4239E-6                      1.6845E-5                     
[38, 21, 9, 3]                 1.4136E-6                      1.67235E-5                    
[38, 8, 17, 4]                 1.3989E-6                      1.65493E-5                    
[8, 36, 16, 4]                 1.395E-6                       1.65035E-5                    
[9, 37, 16, 1]                 1.3824E-6                      1.63544E-5                    
[8, 37, 14, 7]                 1.3794E-6                      1.63186E-5                    
[27, 9, 36, 4]                 1.36E-6                        1.60894E-5                    
[9, 37, 12, 7]                 1.3448E-6                      1.59092E-5                    
[25, 9, 37, 7]                 1.3448E-6                      1.59092E-5                    
[8, 37, 14, 1]                 1.3392E-6                      1.58433E-5                    
[38, 8, 16, 4]                 1.3252E-6                      1.56783E-5                    
[25, 8, 36, 4]                 1.3175E-6                      1.55866E-5                    
[8, 36, 12, 4]                 1.3175E-6                      1.55866E-5                    
[35, 9, 37, 3]                 1.3133E-6                      1.55367E-5                    
[25, 9, 37, 1]                 1.3056E-6                      1.54458E-5                    
[9, 37, 12, 1]                 1.3056E-6                      1.54458E-5                    
[8, 36, 15, 3]                 1.302E-6                       1.54032E-5                    
[22, 8, 36, 3]                 1.302E-6                       1.54032E-5                    
[38, 27, 9, 4]                 1.292E-6                       1.52849E-5                    
[8, 36, 19, 3]                 1.2648E-6                      1.49631E-5                    
[38, 25, 8, 4]                 1.2516E-6                      1.48073E-5                    
[38, 8, 12, 4]                 1.2516E-6                      1.48073E-5                    
[8, 36, 10, 7]                 1.2453E-6                      1.47321E-5                    
[21, 9, 36, 4]                 1.24E-6                        1.46697E-5                    
[38, 8, 15, 3]                 1.2369E-6                      1.46331E-5                    
[35, 39, 8, 36]                1.2369E-6                      1.46331E-5                    
[38, 22, 8, 3]                 1.2369E-6                      1.46331E-5                    
[39, 9, 36, 13]                1.232E-6                       1.45751E-5                    
